AppID,Name,Release date,Estimated owners,Peak CCU,Required age,Price,DLC count,About the game,Supported languages,Full audio languages,Reviews,Header image,Website,Support url,Support email,Windows,Mac,Linux,Metacritic score,Metacritic url,User score,Positive,Negative,Score rank,Achievements,Recommendations,Notes,Average playtime forever,Average playtime two weeks,Median playtime forever,Median playtime two weeks,Developers,Publishers,Categories,Genres,Tags,Screenshots,Movies
835510,Horror Fish Simulator,"Apr 15, 2018",0 - 20000,0,0,0.49,0,"INTRODUCTION: The most epic fishing simulator with horror themed levels, music and zombie character! Those are only horror stuff in this game You are wounded and lonely zombie who's only job is to catch físh, so you don't die of hunger. GAMEPLAY: Player can choose from 3 different maps to play in, like horror forest. Every level theres a lot of different fishes and in every level fishes behave little differently. Player gets score from different fishes. Most fishes will give + points but there are also few fishes like minisharks and zombie fishes which will reduce player score. Zombie also has hunger system which will decrease overtime. You need to catch fish so the wounded zombie gets hunger increased. There's also human hearths in level's which will grant more energy/hunger. Some level's also contain big NPC sharks. This is totally different fishing simulator, which you have not seen earlier and your only mission is to catch fishes and stay alive by eating them. Features: - 3 different levels - 8 different fish - 1 big NPC shark - Score save system - Suicide button",['English'],['English'],,https://cdn.akamai.steamstatic.com/steam/apps/835510/header.jpg?t=1541779536,,steamcommunity.com/id/mastermindfin,tero.lunkka@gmail.com,True,False,False,0,,0,34,31,,0,0,,0,0,0,0,"Tero Lunkka,BlackThug,Valkeala Software",Tero Lunkka,"Single-player,Partial Controller Support","Casual,Indie,Simulation","Indie,Simulation,Casual,Horror","https://cdn.akamai.steamstatic.com/steam/apps/835510/ss_54181c7ddcadfceb62c18e24766264b76fa7b78f.1920x1080.jpg?t=1541779536,https://cdn.akamai.steamstatic.com/steam/apps/835510/ss_eaa358773564c409aa98cab3a95ec08fbe69574c.1920x1080.jpg?t=1541779536,https://cdn.akamai.steamstatic.com/steam/apps/835510/ss_33e0ef642f5faa592931c6c2f13e3fb42ac5111a.1920x1080.jpg?t=1541779536,https://cdn.akamai.steamstatic.com/steam/apps/835510/ss_fd7ba3e99bd4acc1beb996ca8cda2772e602cdb5.1920x1080.jpg?t=1541779536,https://cdn.akamai.steamstatic.com/steam/apps/835510/ss_d7e4dc0bbd5c3d78174c9c3bdfd16f6b1a3f8cba.1920x1080.jpg?t=1541779536,https://cdn.akamai.steamstatic.com/steam/apps/835510/ss_17e9b380955e251dc1ed2a76aea74536d7dcd4b3.1920x1080.jpg?t=1541779536,https://cdn.akamai.steamstatic.com/steam/apps/835510/ss_fa2d43d6a0d95a637f2a0f6881d4b7a0c3ad3af8.1920x1080.jpg?t=1541779536",http://cdn.akamai.steamstatic.com/steam/apps/256712955/movie_max.mp4?t=1522570478
892490,Fish Catcher,"Jul 13, 2018",0 - 20000,0,0,0.99,0,"This is a lovely catching fishes game. Indeed, unlike “Fishing Game” you've played before, the lively fishes will jump up from the sea. There are lovely pink commonfish, haughty yellow goldenfish, of course, there are still the bombfish what you can not catch!! 1P Up,Down,Left,Right [WSAD] Catch [J] 2P Up,Down,Left,Right [↑↓←→]Catch [Numpad5] In the game, you can: --Just catch the fish! Feel happy with it. --The fish will jump out in waves. --The day will change to night, and night will change to day. --Play in double mode, play with your friend. --Do NOT catch the bombfish, haha. Who’s Jether? He is a lonely one in China. Click here to read 'How to set a controller' .","['English', 'Simplified Chinese']",[],,https://cdn.akamai.steamstatic.com/steam/apps/892490/header.jpg?t=1572410401,,https://store.steampowered.com/curator/33024510,,True,False,False,0,,0,14,4,,10,0,,0,0,0,0,Jether,Jether,"Single-player,Multi-player,PvP,Shared/Split Screen PvP,Shared/Split Screen,Steam Achievements,Steam Cloud,Remote Play Together","Action,Casual,Indie","Action,Indie,Casual,Comedy,Cartoon,Cute","https://cdn.akamai.steamstatic.com/steam/apps/892490/ss_e77da803a923d68bf6c50eeaf1552cfd73ac4402.1920x1080.jpg?t=1572410401,https://cdn.akamai.steamstatic.com/steam/apps/892490/ss_81a240bc5002a49086d0eab785199ca7d9b2c6f3.1920x1080.jpg?t=1572410401,https://cdn.akamai.steamstatic.com/steam/apps/892490/ss_2016ec6b1455fac1f7fbaabbb991d8668426a399.1920x1080.jpg?t=1572410401,https://cdn.akamai.steamstatic.com/steam/apps/892490/ss_84074866e1c25e158672b613691945fdd0613e22.1920x1080.jpg?t=1572410401,https://cdn.akamai.steamstatic.com/steam/apps/892490/ss_fe8649734b842c25bb9c5197db32c9a33bd5181d.1920x1080.jpg?t=1572410401,https://cdn.akamai.steamstatic.com/steam/apps/892490/ss_f54e63555b7891d4b56cbddd46d89f9720f1bf6c.1920x1080.jpg?t=1572410401,https://cdn.akamai.steamstatic.com/steam/apps/892490/ss_51b394d278d2643427c586c71a3ab5106d01523a.1920x1080.jpg?t=1572410401",http://cdn.akamai.steamstatic.com/steam/apps/256721273/movie_max.mp4?t=1530322120
1383720,Cyber-doge 2077: Meme runner,"Sep 1, 2020",0 - 20000,0,0,1.99,1,Endless journey with Doge. Stylized game world! Selected humor. Soundtrack in Synthwave style. Character customization. Stonks ... About the game Furious 3D runner about a pumped-up dog. Run as far as possible! Collect coins! Set new records and enjoy a great soundtrack. Locations Neon city Cyber Desert Tunnel,['English'],[],,https://cdn.akamai.steamstatic.com/steam/apps/1383720/header.jpg?t=1603322376,,,vottakiepravilanahooi@gmail.com,True,False,False,0,,0,164,7,,8,127,,0,0,0,0,Take Toad,Take Toad,"Single-player,Steam Achievements","Action,Adventure,Casual,Indie","Action,Indie,Casual,Adventure,Memes,Cyberpunk,Runner,Comedy,Great Soundtrack,Atmospheric,Futuristic,Colorful,Dog,Cute,Funny,Music,Family Friendly,Fast-Paced,Politics,RPG","https://cdn.akamai.steamstatic.com/steam/apps/1383720/ss_41b1491ed3e41aac4ad824da0eb7735316c9da88.1920x1080.jpg?t=1603322376,https://cdn.akamai.steamstatic.com/steam/apps/1383720/ss_e2179404ece88ddfc4d8939f285a3529eda1480b.1920x1080.jpg?t=1603322376,https://cdn.akamai.steamstatic.com/steam/apps/1383720/ss_95a260414897e4aab3cbf8a54142c39b6bf4f2ed.1920x1080.jpg?t=1603322376,https://cdn.akamai.steamstatic.com/steam/apps/1383720/ss_9bdf879c9a9747069171e0fbf2e40276611a2c07.1920x1080.jpg?t=1603322376,https://cdn.akamai.steamstatic.com/steam/apps/1383720/ss_9b0721e9cdc6469af2bfd262c091ea8536a46a53.1920x1080.jpg?t=1603322376,https://cdn.akamai.steamstatic.com/steam/apps/1383720/ss_a273ab4ed40105191c0aebcbb68f2f47312f4cd5.1920x1080.jpg?t=1603322376",http://cdn.akamai.steamstatic.com/steam/apps/256798455/movie_max.mp4?t=1598393951
596640,Lost in the Ocean VR,"Feb 24, 2017",0 - 20000,0,0,7.99,0,"Close your eyes, put your VR headset on, and you’ll become a shipwrecked man, on a tropical island in the middle of Pacific Ocean. First of all, you have to survive. That’s because your hunger and thirst will make you suffer, like in real life. So you have to understand how to satisfy your primal needs, interacting with animals or plants that you will find on the island. Of course you will need to craft some tools, using rocks, wood, plants, and start a fire to cook or to have light during the night. But, if surviving is your first objective, the second one is to escape the island. To achieve to runaway, you’ll have to build a raft and face the Ocean’s waves. Can you handle it?",['English'],['English'],,https://cdn.akamai.steamstatic.com/steam/apps/596640/header.jpg?t=1652018792,http://www.tunnelvision.it/lostintheocean/,hit://www.tunnelvision.it/lostintheocean,lorenzo@tunnelvision.it,True,False,False,0,,0,20,14,,0,0,,0,0,0,0,Tunnel Vision Studio,Tunnel Vision Studio,Single-player,"Action,Adventure,Indie,Simulation","Action,Indie,Simulation,Adventure,VR,Survival,Crafting,Exploration,Realistic","https://cdn.akamai.steamstatic.com/steam/apps/596640/ss_6ec05b623b6021b945b234efa4b1f9e3d5b4b532.1920x1080.jpg?t=1652018792,https://cdn.akamai.steamstatic.com/steam/apps/596640/ss_2f609d47f96156c465866ec38f248a823130b0e2.1920x1080.jpg?t=1652018792,https://cdn.akamai.steamstatic.com/steam/apps/596640/ss_9636c5c4fd45a68c98cca1edce5fa585899c7d67.1920x1080.jpg?t=1652018792,https://cdn.akamai.steamstatic.com/steam/apps/596640/ss_0a336fffdd3c9117709153720524c4c42fd585a7.1920x1080.jpg?t=1652018792,https://cdn.akamai.steamstatic.com/steam/apps/596640/ss_ca2a3f106bfb4039b09b665c00a98075efb91702.1920x1080.jpg?t=1652018792,https://cdn.akamai.steamstatic.com/steam/apps/596640/ss_af03af3472bf938d0691711637711ceff21c2a45.1920x1080.jpg?t=1652018792,https://cdn.akamai.steamstatic.com/steam/apps/596640/ss_8041fb1f76f770167e7961a661305a6f309e73a1.1920x1080.jpg?t=1652018792,https://cdn.akamai.steamstatic.com/steam/apps/596640/ss_6b9a546aebf6948140ade7f9151bda037a80f017.1920x1080.jpg?t=1652018792,https://cdn.akamai.steamstatic.com/steam/apps/596640/ss_516a84161499f156185abc134205112fea990a46.1920x1080.jpg?t=1652018792,https://cdn.akamai.steamstatic.com/steam/apps/596640/ss_dbb9c954516a44042b0b408a3dfd5d68aa541cde.1920x1080.jpg?t=1652018792,https://cdn.akamai.steamstatic.com/steam/apps/596640/ss_d54ebc5a62c91e83b9bef613c44218557b76dfa3.1920x1080.jpg?t=1652018792","http://cdn.akamai.steamstatic.com/steam/apps/256684438/movie_max.mp4?t=1493991081,http://cdn.akamai.steamstatic.com/steam/apps/256679737/movie_max.mp4?t=1487673701"
34289,Fatal Labyrinth™,"Sep 13, 2010",0 - 20000,0,0,0.99,0,"Dragonia, the castle of doom, has been resurrected! But the ghouls from the castle have stolen the Holy Goblet, the source of light. Without it, the world will be trapped in darkness forever. Don your armour and pick up your weapon. You’ll puncture green globs, break up ice bars and make dark ninjas and deadly hellfrogs vanish with your magic. You must also evade traps and break down walls to discover shortcuts. The village is anxiously awaiting the return of the Holy Goblet — and you!",['English'],[],,https://cdn.akamai.steamstatic.com/steam/apps/34289/header.jpg?t=1549028439,http://www.sega.com,https://support.sega.co.uk,,True,True,True,0,,0,10,1,,0,0,,0,0,0,0,SEGA,SEGA,"Single-player,Partial Controller Support",RPG,"RPG,Rogue-like","https://cdn.akamai.steamstatic.com/steam/apps/34289/ss_267ffa6848e599b05582b75a8f135e6c3282f04f.1920x1080.jpg?t=1549028439,https://cdn.akamai.steamstatic.com/steam/apps/34289/ss_ec1e4fb92e2e7ec9d566468103413400c152102e.1920x1080.jpg?t=1549028439,https://cdn.akamai.steamstatic.com/steam/apps/34289/ss_150b1ea5bbb03ccedc899db1b112957c96febe5a.1920x1080.jpg?t=1549028439,https://cdn.akamai.steamstatic.com/steam/apps/34289/ss_fcb03edeb0c4c0baaa98d9201565b6b5355edcd0.1920x1080.jpg?t=1549028439",
1107340,LONN,"Nov 17, 2022",0 - 20000,3,0,29.99,0,"LONN LONN is a first person, story, action-adventure physics VR game set in the year 2058. A world that is changing, where mankind is increasingly eclipsed, where every neuron, synapse and receptor in the human mind is being taken away; modified and replaced to create a future of cybernetic beings. Face adversity, face disappointment, never lose your grip on reality! Physics through and through Choose your own style of play. LONN is built from the bottom-up using our realistic Kinesis Physics System. Interact with the highly detailed world of LONN with consistency. Grab, Push, Pull, Climb, Jump, Crouch and Fight. Everything is your weapon. Unleash destruction through transforming weaponry and telekinetic abilities. Discover new ways to obliterate your enemies and purchase powerful upgrades that maximize abilities and customize your weaponry. Rich narrative, story driven campaign LONN features a full single-player campaign with challenging missions. Immerse yourself in deep environmental interactions, world exploration, puzzle solving, and visceral combat. Discover the skills and experiences, build friendships on the way to stop the destructive and dystopian force that is WUX-n. Loot through lockers to find digital currency to buy weapons and attachments. Use telekinesis to solve puzzles and destroy enemies with heavy objects. Toss any object to distract an enemy, then take them out by stabbing to the head. Tear off a Bombot from your face and throw it away before it self-destructs. Use parkour to sneak around an enemy with more freedom of movement. Arena and Parkour Game Modes Play Arena with hidden secrets and Parkour modes to experience visceral combat and free running in unique ways with new challenges. Replay Mode Unlock levels and play them again and again, using weapons of choice.",['English'],['English'],,https://cdn.akamai.steamstatic.com/steam/apps/1107340/header.jpg?t=1668714632,http://www.lonngame.com,www.sixsensestudios.com,hello@sixsensestudios.com,True,False,False,0,,0,25,11,,10,0,Includes violence and gore.,0,0,0,0,SixSense Studios,SixSense Studios,"Single-player,Steam Achievements,Steam Cloud","Action,Adventure","Action,VR,Physics,Shooter,Story Rich,Atmospheric,Puzzle,FPS,Adventure,Swordplay,Parkour,Violent,Futuristic,Singleplayer,Simulation,Cyberpunk,First-Person,Gore,Soundtrack,Sci-fi","https://cdn.akamai.steamstatic.com/steam/apps/1107340/ss_d6068b0336424f5a52c8d6e9c08f6aea5a3fe5a0.1920x1080.jpg?t=1668714632,https://cdn.akamai.steamstatic.com/steam/apps/1107340/ss_8c5ec2745d6d1d1b56df1ecb27b01103dbf84cd5.1920x1080.jpg?t=1668714632,https://cdn.akamai.steamstatic.com/steam/apps/1107340/ss_4d97fbf2af84020eef0318ba082ffd1adc743869.1920x1080.jpg?t=1668714632,https://cdn.akamai.steamstatic.com/steam/apps/1107340/ss_4cb7c754acdd917c7329114a90e806a89d42da20.1920x1080.jpg?t=1668714632,https://cdn.akamai.steamstatic.com/steam/apps/1107340/ss_5f303d42c5aee08faa0b032918fbfc7ddc47e684.1920x1080.jpg?t=1668714632,https://cdn.akamai.steamstatic.com/steam/apps/1107340/ss_4ba735fae2ace31a65a30c173c6af41265fb249c.1920x1080.jpg?t=1668714632,https://cdn.akamai.steamstatic.com/steam/apps/1107340/ss_ab9a33320dcdc61aa41cb8bb9cee30509c6cc2f8.1920x1080.jpg?t=1668714632,https://cdn.akamai.steamstatic.com/steam/apps/1107340/ss_3234d4c7e2178e82aacbcbe8ade8047d064cfe7f.1920x1080.jpg?t=1668714632","http://cdn.akamai.steamstatic.com/steam/apps/256915772/movie_max.mp4?t=1668157473,http://cdn.akamai.steamstatic.com/steam/apps/256887256/movie_max.mp4?t=1653046199"
949070,Colonies,"Jul 2, 2019",0 - 20000,0,0,7.99,0,"It's the year 2150 and thanks to advancement in science and engineering, mankind established colonies throughout the solar system and beyond.    In Colonies, you take control of a planetary base. Explore strange planets and discover important resources that your industry needs to ensure your colony prospers.   Build up your industry and exploit the planet’s resources.  Your enemy will not sit idly by while you expand your base. They will make every attempt to stop you. For this, you will have to deploy a powerful army with tanks, mechs, and defensive towers.   Research other areas of technology and equip your mechs with a variety of different weapons available in your arsenal.   Will you harvest and export enough resources to fulfill your mission goal in an economical way, or will you make things simple and attack and destroy your enemy right away?   It’s up to you, Commander. Your colony is relying on you.",['English'],['English'],,https://cdn.akamai.steamstatic.com/steam/apps/949070/header.jpg?t=1562078092,,,bogus.jan@googlemail.com,True,False,False,0,,0,7,1,,0,0,,0,0,0,0,Bogus Games,Bogus Games,Single-player,"Casual,Indie,Strategy,Early Access","Strategy,Indie,Early Access,Casual,Mechs","https://cdn.akamai.steamstatic.com/steam/apps/949070/ss_3b77b4f02cb508c925d93d55c4bfbefdb36d33fe.1920x1080.jpg?t=1562078092,https://cdn.akamai.steamstatic.com/steam/apps/949070/ss_be1d0fdc6484fe4e90bd4bb1599801e51b512c07.1920x1080.jpg?t=1562078092,https://cdn.akamai.steamstatic.com/steam/apps/949070/ss_d5a9be08d6fdc80d8e7f8d4143e6663f0ff963ae.1920x1080.jpg?t=1562078092,https://cdn.akamai.steamstatic.com/steam/apps/949070/ss_acff26d09d861941539a0934f098841fc5d2fb0a.1920x1080.jpg?t=1562078092,https://cdn.akamai.steamstatic.com/steam/apps/949070/ss_641cc05ce060ca20e93492329e1a193aaa69873a.1920x1080.jpg?t=1562078092",http://cdn.akamai.steamstatic.com/steam/apps/256752434/movie_max.mp4?t=1559591210
2167890,Lost Hammer,"Nov 17, 2022",0 - 20000,0,0,17.99,0,"Lost Hammer - This is a 3D adventure with puzzle elements and first person view. You have to take on the role of a city dweller who dreams of becoming a blacksmith's apprentice. The blacksmith's hammer has been stolen and it's up to you to get it back! Communicate with the inhabitants of the city, complete their tasks and solve puzzles, do everything necessary to return the hammer to the blacksmith! Explore locations looking for clues and be careful! You will find a lot of quests and various characters with which you can interact! Peculiarities - A variety of puzzles. - Colorful graphics. - Great soundtrack.","['English', 'Russian']",[],,https://cdn.akamai.steamstatic.com/steam/apps/2167890/header.jpg?t=1668705018,,,world-and-chaos@yandex.ru,True,False,False,0,,0,10,0,,0,0,,0,0,0,0,Max Pedro,Max Pedro,Single-player,"Adventure,Casual,Indie","Casual,Adventure,Exploration,3D,First-Person,Atmospheric,Linear,Indie,Singleplayer","https://cdn.akamai.steamstatic.com/steam/apps/2167890/ss_9e48e3619ad0baf17e8dfbe618e03aba3fb5d60f.1920x1080.jpg?t=1668705018,https://cdn.akamai.steamstatic.com/steam/apps/2167890/ss_9280a3ec25b6184c1a7afb136d4ce04108a0b300.1920x1080.jpg?t=1668705018,https://cdn.akamai.steamstatic.com/steam/apps/2167890/ss_c7488f26ad388ac211d80df7d5ced33d20ee2c07.1920x1080.jpg?t=1668705018,https://cdn.akamai.steamstatic.com/steam/apps/2167890/ss_6f0d9d048ebc39be19fbb3dfeea6f10b1a4baf1b.1920x1080.jpg?t=1668705018,https://cdn.akamai.steamstatic.com/steam/apps/2167890/ss_092dfabeb77bd3fc6af166135a8e1d95c9c61d99.1920x1080.jpg?t=1668705018,https://cdn.akamai.steamstatic.com/steam/apps/2167890/ss_4f55351ceaff2a68fb62b5d1cf5d59ce12a20855.1920x1080.jpg?t=1668705018",http://cdn.akamai.steamstatic.com/steam/apps/256910591/movie_max.mp4?t=1665608050
1210800,Rum & Gun,"May 1, 2020",0 - 20000,1,0,4.99,0,"Journey across the Indian Ocean, uncover the secrets of the Drunken God, and become a legendary pirate captain. Rum &amp; Gun mixes fast-paced shooter action with ARPG loot and character progression. You're not on the Caribbean anymore... Notable features Enter an epic pirate adventure in single-player. Four acts worth of hand-crafted levels are waiting for you to be explored (Act IV is work-in-progress). Not that you'll remember any of it from all that drinking. Live the pirate's life: Drink the finest rum instead of those weird-colored potions and elixirs. Boost morale by playing your music instruments. Gamble your gold away in a game of Liar's Dice. Dominate the waves in naval combat. You may also hunt legendary beasts if you can solve their mysteries. ARPG? I say YARRRPG! Looting is a pirate's profession. There are 32 hat fashions, 25 weapon types, 15 species of pets and plenty more to collect. Every weapon can have up to 2 Spell Runes with their own level-ups, modifying their attacks in wild ways. Character perks aren't missing either. Customization is as deep as the seven seas! Gun is half the title! The core game loop is that of a hectic top-down shooter, but melee and spellcaster builds are also viable. Note that movement is with the keyboard, since you need the mouse for aiming. The game is also using an active reload system. Done with the story? Try it in LAN Co-op with as many mates as your network can handle, or make your own maps with the included map editor. You could even share them in the Steam Workshop. Made with dedication: The game is being made by one person since 2018, with a custom-built game engine and original assets paying homage to low-poly classics of times gone by. Kick a zombie in half while playing the fiddle! Borington is a one-man development project based in Transylvania. Rum &amp; Gun is my first desktop release, after 2 web-based projects. Got some ideas or questions? Join our Discord server:",['English'],['English'],,https://cdn.akamai.steamstatic.com/steam/apps/1210800/header.jpg?t=1656843432,,https://www.facebook.com/boringtonproductions/,,True,False,False,0,,0,120,7,,45,119,,0,0,0,0,Borington,Borington,"Single-player,Multi-player,Co-op,LAN Co-op,Steam Achievements,Steam Workshop,Partial Controller Support,Includes level editor","Action,Adventure,Indie,RPG,Early Access","Early Access,Hack and Slash,Pirates,Action RPG,Loot,Isometric,Top-Down Shooter,Action-Adventure,Funny,Adventure,Action,RPG,Historical,Dungeon Crawler,Singleplayer,Naval,Fantasy,Level Editor,Indie,Naval Combat","https://cdn.akamai.steamstatic.com/steam/apps/1210800/ss_6d3741924b0cfaef1d66d09976ba4915102ad39a.1920x1080.jpg?t=1656843432,https://cdn.akamai.steamstatic.com/steam/apps/1210800/ss_413ff50d36ab680d66eed11da2041bd8834693d0.1920x1080.jpg?t=1656843432,https://cdn.akamai.steamstatic.com/steam/apps/1210800/ss_c01d86cb05d88ac1acadd7fb3e32f9e2db76a1b0.1920x1080.jpg?t=1656843432,https://cdn.akamai.steamstatic.com/steam/apps/1210800/ss_2627ce3314d0f487ede158a6d35d836f20fdad11.1920x1080.jpg?t=1656843432,https://cdn.akamai.steamstatic.com/steam/apps/1210800/ss_965e2c442fd74fe89df74c218015a6e3b49f91bb.1920x1080.jpg?t=1656843432,https://cdn.akamai.steamstatic.com/steam/apps/1210800/ss_d8a7f8eebd2d03940edfd352acc8fb537ccacd2b.1920x1080.jpg?t=1656843432",http://cdn.akamai.steamstatic.com/steam/apps/256795028/movie_max.mp4?t=1596457724
1990280,The Killer,"Feb 3, 2023",0 - 20000,0,0,2.24,0,"In The Killer you will experience a story of action and murders. The game takes place on a farm far from the city, where you will be able to fully explore it, and you will have to complete some objectives in order to complete your mission. You will have a medium-range weapon and a pistol as work tools and you will have to face an area full of cops. You will control Dominc, in first person and you'll have to complete some tasks to get out of the farm with the goals you want, locate the targets, eliminate them, and search the farm's hidden goods to steal them. All this with a lot of action, since the farm will be filled with cops, when they know you are in the area. Go to the farm, accomplish your goals and get out alive, or die trying. The game experience provides a mix of action with a little suspense. Dominic, an assassin is hired to kill a farmer who is fighting over land with a wealthy local man. And so, Dominic goes to the farm, kills the caretaker and the farmer, but someone notices something strange and calls the police, so Dominic must face the cops to get out of the place without getting caught. Are you prepared to fulfill this contract? Do what must be done in The Killer.",['English'],['English'],,https://cdn.akamai.steamstatic.com/steam/apps/1990280/header.jpg?t=1675466451,,,publisher.gamesbraz@gmail.com,True,False,False,0,,0,1,0,,5,0,"Violence, blood and corpses.",0,0,0,0,GamesBraz,GamesBraz,"Single-player,Steam Achievements","Action,Adventure,Casual,Indie,Strategy","Assassin,Tactical,Loot,Modern,PvE,Combat,Crime,Realistic,Action,Looter Shooter,FPS,Casual,Strategy,Action-Adventure,RTS,Beat 'em up,Shooter,Bullet Hell,Action RTS,Shoot 'Em Up","https://cdn.akamai.steamstatic.com/steam/apps/1990280/ss_d3eb2a67daeb586e6340afb83dfcea5b5dc8174b.1920x1080.jpg?t=1675466451,https://cdn.akamai.steamstatic.com/steam/apps/1990280/ss_344c03f40aeafc7968108461d53f3c3f5e177c1c.1920x1080.jpg?t=1675466451,https://cdn.akamai.steamstatic.com/steam/apps/1990280/ss_c91b07ff73c48e6959cd8e667e57f85016d8085d.1920x1080.jpg?t=1675466451,https://cdn.akamai.steamstatic.com/steam/apps/1990280/ss_e587f060d22d80f56241886c97ed38f3e61d96f1.1920x1080.jpg?t=1675466451,https://cdn.akamai.steamstatic.com/steam/apps/1990280/ss_be034b48918a1e4f53fd7e080b3071eac373d6ff.1920x1080.jpg?t=1675466451,https://cdn.akamai.steamstatic.com/steam/apps/1990280/ss_e2d07278ab7db5160ec43dadfbf75697842df431.1920x1080.jpg?t=1675466451,https://cdn.akamai.steamstatic.com/steam/apps/1990280/ss_02a19dbf5117545594a87f037fb7e2232be28906.1920x1080.jpg?t=1675466451,https://cdn.akamai.steamstatic.com/steam/apps/1990280/ss_31a196d606598ce5249865220c01d5810cedadd6.1920x1080.jpg?t=1675466451,https://cdn.akamai.steamstatic.com/steam/apps/1990280/ss_fa8a5e688f5b8b67eb52db3c3bbf1ba7c6d789c3.1920x1080.jpg?t=1675466451,https://cdn.akamai.steamstatic.com/steam/apps/1990280/ss_c05acbc7626356a9a7d97179e33a775832361586.1920x1080.jpg?t=1675466451,https://cdn.akamai.steamstatic.com/steam/apps/1990280/ss_98705e63a296e556206e37891feb5ad024b43d58.1920x1080.jpg?t=1675466451,https://cdn.akamai.steamstatic.com/steam/apps/1990280/ss_c9cf7c873cf70195310f6e0e8e83ad94a50747fc.1920x1080.jpg?t=1675466451",http://cdn.akamai.steamstatic.com/steam/apps/256902374/movie_max.mp4?t=1661303276
